profile,nr_reactions,nr_comments,nr_shares,comments/post,post_interaction_rate,engagement,nr_likes,post_id,followers,post_type
walt disney studios (us),1628,15,138,15,"4,84E+11",484000000000.0,1325,111382562236411_883041803444757,16000000,2
wild adventures theme park,106,72,105,87,0.0016214951491176999,0.0016214951491176,83,84679583132_754389430067575,66,1
six flags great adventure,77,10,19,19,"1,02E+12",1020000000000.0,65,69421318512_734656745363662,1100000,3
belmont park,10,0,0,0,"1,98E+12",1980000000000.0,10,83231004302_751365153694217,51000,1
legoland california,76,3,12,9,"1,48E+10",14800000000.0,62,143631389003522_750623953770535,650000,2
six flags great adventure,97,2,13,7,"1,04E+12",1040000000000.0,79,69421318512_892027105844001,1100000,1
universal orlando resort (us),856,116,506,150,"4,91E+11",491000000000.0,635,90867402851_757985553029486,3100000,3
universal orlando resort (us),307,18,38,30,"1,22E+12",1220000000000.0,206,90867402851_757983279696380,3100000,1
lake compounce,144,27,35,43,0.001350907298550513,0.0013509072985505,108,80018245271_772662891563568,166000,1
six flags great escape and hurricane harbor,79,22,1,22,0.0012062726176115801,0.0012062726176115,74,51613191805_736411541853023,84000,1
universal orlando resort (us),483,16,16,37,"1,74E+12",1740000000000.0,410,90867402851_757951666366208,3100000,1
disneyland,53427,2886,8738,3549,0.0038259212247046663,0.0038259212247046,36434,11081890741_740224581464756,16000000,1
playland,3,0,0,0,"9,28E+09",9280000000.0,3,170865866397863_672544788336625,23000,1
disneyland paris,214,14,2,15,"4,41E+11",441000000000.0,158,652389081615295_759316739570401,5200000,1
enchanted island amusement park,24,1,12,1,0.0026200254921399237,0.0026200254921399,18,120659204674179_674710984744453,15000,1
belmont park,11,0,1,0,"2,37E+11",237000000000.0,9,83231004302_751009177063148,51000,1
happy hollow park & zoo,9,1,1,1,"2,78E+11",278000000000.0,9,132942835175_737810125042492,39000,1
acn - america's coaster network,3,0,0,0,0.001563314226159458,0.0015633142261594,2,111078814744_1022618412174403,4000,1
canada's wonderland,154,5,29,5,"2,20E+11",220000000000.0,133,95469803923_757857626382887,837016,2
lake compounce,60,1,1,1,"3,77E+12",3770000000000.0,50,80018245271_772651821564675,166000,1
lake winnie,15,0,1,0,"1,30E+12",1300000000000.0,10,112097441679_781865223979595,123000,1
happy hollow park & zoo,6,0,0,0,"1,52E+12",1520000000000.0,6,132942835175_737778988378939,39000,1
knott's berry farm,1471,62,111,112,0.0026494126405447716,0.0026494126405447,1131,10286130875_743509691160768,637000,1
six flags darien lake,140,9,11,22,"7,49E+09",7490000000.0,115,9596249636_716102813898883,226000,1
six flags great escape and hurricane harbor,221,10,15,16,0.002980061966367872,0.0029800619663678,163,51613191805_735914638569380,84000,1
happy hollow park & zoo,4,0,3,0,"1,77E+12",1770000000000.0,4,132942835175_737756198381218,39000,1
skypark at santa's village,63,0,4,0,0.0012050142983039873,0.0012050142983039,52,653315854781004_659131606400980,57000,1
cedar point,44,3,17,5,"4,20E+11",420000000000.0,39,10625691462_748957227263535,1500000,1
walt disney studios (us),124,2,5,2,"3,56E+10",35600000000.0,106,111382562236411_882604416821829,16000000,3
silverwood theme park,244,11,19,15,"7,26E+11",726000000000.0,192,762701550509617_663869855942411,381000,1
six flags discovery kingdom,11,0,3,0,"5,25E+11",525000000000.0,11,59636827742_822970852937927,275000,1
six flags discovery kingdom,12,0,0,0,"4,50E+10",45000000000.0,11,59636827742_197535243409141,275000,1
six flags great adventure,48,2,7,3,"5,15E+09",5150000000.0,41,69421318512_734182782077725,1100000,2
seaworld san diego,135,7,30,7,0.0015344812204478545,0.0015344812204478,85,426111667814056_674904318120863,127000,2
santa cruz beach boardwalk,503,16,11,21,0.0012887467118892304,0.0012887467118892,452,40035168377_779953604175676,400000,3
busch gardens tampa bay,198,11,18,17,"3,45E+11",345000000000.0,140,68181225238_739817688176871,692000,1
fun spot america,15,6,3,6,"2,44E+12",2440000000000.0,13,184020466977_750746173758064,100000,3
knott's berry farm,108,3,15,4,"1,99E+12",1990000000000.0,100,10286130875_743444547833949,637000,1
disneyland,1469,239,123,383,"1,15E+12",1150000000000.0,1126,11081890741_739777324842815,16000000,1
six flags darien lake,69,5,34,5,"4,67E+10",46700000000.0,50,9596249636_716045630571268,226000,1
wild adventures theme park,740,1629,120,2268,0.01702674309105062,0.0170267430910506,522,84679583132_753870030119515,66,1
walt disney animation studios,1212,49,69,128,"1,10E+12",1100000000000.0,805,23245476854_919806706182853,12000000,1
universal studios hollywood,254,12,30,17,"1,11E+12",1110000000000.0,215,61784580148_731644595665727,2700000,1
belmont park,1,0,0,0,"1,98E+11",198000000000.0,0,83231004302_750867647077301,51000,1
seaworld orlando,151,104,3,105,0.0010856215917140666,0.001085621591714,126,1782696285170057_361719373196489,267000,1
quassy amusement & waterpark,40,30,1,38,0.002039604471639171,0.0020396044716391,39,38328744398_747968677362953,39000,2
walt disney animation studios,9104,248,911,323,"8,10E+11",810000000000.0,6113,23245476854_918344816329042,12000000,2
six flags great america/hurricane harbor,14,0,1,0,"1,99E+11",199000000000.0,12,10583866355_652073550463669,733000,1
wild adventures theme park,374,17,43,19,0.002373292834941838,0.0023732928349418,208,84679583132_753814360125082,66,1
canada's wonderland,62,6,14,8,"9,83E+10",98300000000.0,57,95469803923_757697009732282,837016,1
hurricane harbor oklahoma city,1,0,1,0,"4,60E+10",46000000000.0,1,87241076807_288180180340184,43000,1
walt disney studios (us),108,2,6,2,"3,15E+09",3150000000.0,91,111382562236411_882509993497938,16000000,3
six flags discovery kingdom,42,0,6,0,"1,80E+12",1800000000000.0,34,59636827742_743667681129036,275000,3
universal orlando resort (us),193,6,22,12,"7,36E+10",73600000000.0,146,90867402851_757371239757584,3100000,2
busch gardens williamsburg,67,4,6,4,"1,08E+12",1080000000000.0,58,18543728314_743052561196715,690000,1
playland,6,0,0,0,"1,86E+11",186000000000.0,6,170865866397863_672083408382763,23000,1
six flags darien lake,11,1,1,3,"6,49E+10",64900000000.0,9,9596249636_255761240549691,226000,1
kings island,159,38,43,58,"3,80E+12",3800000000000.0,133,155893938367_750557617111929,692000,1
hersheypark,317,29,23,41,"4,43E+12",4430000000000.0,261,16994689356_746928617467005,854000,1
playland,5,0,0,0,"1,55E+11",155000000000.0,5,170865866397863_672030738388030,23000,3
six flags,92,31,6,39,"2,97E+10",29700000000.0,71,8696281132_1036962180858468,4400000,1
six flags great escape and hurricane harbor,8,0,1,0,"1,06E+12",1060000000000.0,8,51613191805_367857729050100,84000,1
sea life park,10,1,0,1,"4,16E+11",416000000000.0,7,105015532870022_682201624013035,26000,1
kings island,209,17,14,21,"3,56E+11",356000000000.0,166,155893938367_750257387141952,692000,1
wild adventures theme park,50,5,5,6,"3,32E+12",3320000000000.0,40,84679583132_753394163500435,66,1
wild adventures theme park,746,1599,112,1612,0.013449716031299177,0.0134497160312991,493,84679583132_753384533501398,66,1
cedar point,209,24,87,34,"2,10E+12",2100000000000.0,144,10625691462_748263167332941,1500000,2
six flags great adventure,65,14,8,24,"8,62E+10",86200000000.0,42,69421318512_733699878792682,1100000,1
sea life park,7,0,0,0,"2,65E+12",2650000000000.0,6,105015532870022_682111717355359,26000,1
happy hollow park & zoo,6,0,0,0,"1,52E+12",1520000000000.0,6,132942835175_737081608448677,39000,1
six flags discovery kingdom,30,2,1,2,"1,24E+12",1240000000000.0,29,59636827742_743215597840911,275000,3
cedar point,144,2,12,5,"1,03E+12",1030000000000.0,128,10625691462_748219827337275,1500000,1
six flags magic mountain,197,24,9,36,"3,68E+11",368000000000.0,153,67502107124_741520888010573,660000,1
fun spot america,6,2,0,2,"8,14E+10",81400000000.0,5,184020466977_750206177145397,100000,3
knott's berry farm,255,16,27,29,"4,86E+11",486000000000.0,226,10286130875_742921444552926,637000,3
hersheypark,461,32,34,46,"6,29E+11",629000000000.0,365,16994689356_746488604177673,854000,1
enchanted island amusement park,16,3,4,5,0.0017707890636067432,0.0017707890636067,11,120659204674179_1023486638945179,15000,2
santa cruz beach boardwalk,217,4,16,10,"5,85E+11",585000000000.0,179,40035168377_781936660644037,400000,1
skypark at santa's village,41,3,5,4,"8,99E+10",89900000000.0,31,653315854781004_658553719792102,57000,3
sea life park,7,0,0,0,"2,65E+12",2650000000000.0,5,105015532870022_682030440696820,26000,1
seaworld san diego,238,25,22,34,0.0026230795310576184,0.0026230795310576,177,426111667814056_674267868184508,127000,1
busch gardens williamsburg,108,14,8,24,"1,97E+11",197000000000.0,85,18543728314_742563464578958,690000,1
lake winnie,20,0,1,0,"1,71E+12",1710000000000.0,19,112097441679_781190580713726,123000,1
walt disney studios (us),126,5,3,6,"3,67E+10",36700000000.0,106,111382562236411_882015990214005,16000000,1
belmont park,0,0,0,0,0.0,0.0,0,83231004302_750215527142513,51000,1
six flags,28,3,11,3,"9,12E+08",912000000.0,24,8696281132_680133220981635,4400000,2
wild adventures theme park,82,10,5,15,"5,55E+11",555000000000.0,65,84679583132_753166940189824,66,1
wild adventures theme park,53,10,0,12,"3,54E+12",3540000000000.0,46,84679583132_753165996856585,66,1
busch gardens tampa bay,84,1,7,1,"1,36E+11",136000000000.0,72,68181225238_739165044908802,692000,1
lake compounce,13,1,0,1,"8,52E+10",85200000000.0,11,80018245271_765422388954285,166000,1
canada's wonderland,341,8,53,8,"4,71E+12",4710000000000.0,302,95469803923_756980003137316,837016,2
fun spot america,10,0,0,0,"1,02E+11",102000000000.0,10,184020466977_750011100498238,100000,3
playland,3,0,0,0,"9,28E+09",9280000000.0,3,170865866397863_671491478441956,23000,1
disneyland paris,198,13,4,18,"4,20E+11",420000000000.0,155,652389081615295_758149676353774,5200000,1
castles & coasters,1,0,0,0,"4,04E+11",404000000000.0,1,252289045458198_726365739514279,2300,1
six flags magic mountain,47,6,3,10,"9,12E+10",91200000000.0,44,67502107124_1114543349531618,660000,1
wild adventures theme park,28,3,2,6,"1,96E+12",1960000000000.0,25,84679583132_752748423565009,66,3
lake compounce,46,3,3,3,"3,16E+12",3160000000000.0,37,80018245271_772741931555664,166000,1
happy hollow park & zoo,13,0,0,0,"3,29E+11",329000000000.0,12,132942835175_736554688501369,39000,2
knott's berry farm,196,5,13,8,"3,39E+12",3390000000000.0,177,10286130875_742488997929504,637000,3
kings island,188,23,5,29,"3,24E+12",3240000000000.0,123,155893938367_749634977204193,692000,1
six flags over georgia & hurricane harbor,32,8,1,14,"9,64E+09",9640000000.0,29,34284255238_735484578614507,479000,3
six flags great escape and hurricane harbor,11,0,1,0,"1,42E+12",1420000000000.0,11,51613191805_734746495352861,84000,2
"santa's workshop north pole, colorado",10,0,4,0,"3,09E+12",3090000000000.0,10,344216765184_747363394098742,46000,1
six flags discovery kingdom,26,2,2,4,"1,20E+12",1200000000000.0,21,59636827742_742654121230392,275000,3
santa cruz beach boardwalk,102,12,13,17,"3,18E+12",3180000000000.0,72,40035168377_781327654038271,400000,1
skypark at santa's village,50,2,1,3,"9,71E+11",971000000000.0,44,653315854781004_658085443172263,57000,1
lake compounce,16,1,0,1,"1,03E+12",1030000000000.0,15,80018245271_772145288281995,166000,1
legoland california,10181,109,460,126,0.016477210122305064,0.016477210122305,9100,143631389003522_748869690612628,650000,2
sesame place san diego,26,1,10,1,0.0014059353269749591,0.0014059353269749,16,116946949686332_883851713750543,29000,1
santa cruz beach boardwalk,793,37,112,45,0.0022882909357182946,0.0022882909357182,599,40035168377_781302510707452,400000,1
belmont park,4,0,1,0,"9,90E+10",99000000000.0,3,83231004302_749678407196225,51000,1
belmont park,8,0,0,0,"1,58E+12",1580000000000.0,7,83231004302_749677427196323,51000,1
acn - america's coaster network,40,3,14,5,0.030745179781136008,0.030745179781136,29,111078814744_1021473175622260,4000,3
walt disney animation studios,956,24,136,49,"8,94E+10",89400000000.0,652,23245476854_918345986328925,12000000,1
cedar point,59,41,7,45,"7,07E+10",70700000000.0,48,10625691462_747422484083676,1500000,1
walt disney studios (us),88,0,5,0,"2,53E+10",25300000000.0,79,111382562236411_881499753598962,16000000,3
west edmonton mall,26,4,6,6,"2,06E+12",2060000000000.0,23,207298682218_744004877773947,189464,1
fun spot america,8,0,1,0,"9,15E+10",91500000000.0,7,184020466977_749547537211261,100000,3
lake winnie,55,0,7,0,"5,04E+11",504000000000.0,45,112097441679_780615847437866,123000,1
seaworld san diego,78,3,12,4,"8,39E+11",839000000000.0,57,426111667814056_673729818238313,127000,1
six flags,20,9,2,9,"6,73E+09",6730000000.0,19,8696281132_679548864373404,4400000,1
hersheypark,501,93,62,138,"8,15E+11",815000000000.0,408,16994689356_745743000918900,854000,1
busch gardens tampa bay,223,12,19,17,"3,83E+12",3830000000000.0,175,68181225238_738622611629712,692000,2
busch gardens williamsburg,137,13,7,22,"2,33E+11",233000000000.0,113,18543728314_741916337977004,690000,1
belmont park,2,0,0,0,"3,96E+10",39600000000.0,2,83231004302_749590327205033,51000,1
wild adventures theme park,66,4,42,6,"6,21E+11",621000000000.0,55,84679583132_752516993588152,66,1
canada's wonderland,24,4,4,4,"3,75E+10",37500000000.0,21,95469803923_756396753195641,837016,3
six flags great adventure,124,11,3,14,"1,25E+12",1250000000000.0,108,69421318512_732847025544634,1100000,1
fun spot america,14,2,2,2,"1,83E+12",1830000000000.0,11,184020466977_749454807220534,100000,1
quassy amusement & waterpark,25,0,1,0,"6,71E+11",671000000000.0,25,38328744398_746659757493845,39000,1
playland,8,0,0,0,"2,47E+10",24700000000.0,6,170865866397863_670674648523639,23000,1
playland,2,1,0,1,"9,28E+09",9280000000.0,2,170865866397863_670961955161575,23000,1
wild adventures theme park,529,1103,94,1946,0.013990926864866925,0.0139909268648669,343,84679583132_752183950288123,66,1
sea life park,10,0,0,0,"3,78E+11",378000000000.0,8,105015532870022_681113204121877,26000,1
pacific park,37,0,4,0,"7,30E+10",73000000000.0,28,61119627598_733464422162639,55000,1
legoland california,149,13,22,16,"2,86E+10",28600000000.0,120,143631389003522_748397250659872,650000,2
wild adventures theme park,37,2,4,2,"2,34E+12",2340000000000.0,27,84679583132_752165160290002,66,1
gilroy gardens,2,0,0,0,"2,45E+11",245000000000.0,1,122943674395623_755206383311011,83000,1
six flags,210,15,27,19,"5,56E+10",55600000000.0,168,8696281132_679168044411486,4400000,2
kings island,44,2,4,2,"7,30E+10",73000000000.0,37,155893938367_749082773926080,692000,1
six flags great america/hurricane harbor,81,11,15,17,"1,50E+12",1500000000000.0,64,10583866355_822892896547799,733000,1
hersheypark,111,12,13,16,"1,63E+12",1630000000000.0,97,16994689356_745345220958678,854000,1
canada's wonderland,108,5,28,5,"1,65E+12",1650000000000.0,88,95469803923_755983396570310,837016,3
six flags over georgia & hurricane harbor,52,5,2,5,"1,21E+12",1210000000000.0,42,34284255238_734938068669158,479000,1
fun spot america,15,0,0,0,"1,53E+12",1530000000000.0,15,184020466977_749110190588329,100000,1
happy hollow park & zoo,10,1,2,1,"3,29E+10",32900000000.0,4,132942835175_735984198558418,39000,1
lake winnie,23,0,9,0,"2,60E+11",260000000000.0,17,112097441679_780141334151984,123000,1
belmont park,12,1,2,2,"3,17E+12",3170000000000.0,11,83231004302_749210473909685,51000,1
elitch gardens,16,4,2,6,"1,62E+12",1620000000000.0,14,62242807350_734023395430621,145000,1
six flags,64,4,7,7,"1,69E+11",169000000000.0,54,8696281132_679117931083164,4400000,1
canada's wonderland,25,4,4,4,"3,86E+10",38600000000.0,22,95469803923_755951879906795,837016,1
lake compounce,13,0,2,0,"9,13E+10",91300000000.0,13,80018245271_769482611881596,166000,1
cedar point,101,5,6,6,"7,19E+10",71900000000.0,90,10625691462_746856497473608,1500000,1
skypark at santa's village,30,2,3,2,"6,30E+11",630000000000.0,26,653315854781004_657589449888529,57000,1
playland park,7,2,0,2,"1,90E+12",1900000000000.0,7,8119908863_748453187326489,47000,3
silverwood theme park,89,11,4,20,"2,95E+11",295000000000.0,73,762701550509617_662271186102278,381000,1
sesame place san diego,33,4,10,6,0.0018618436051371684,0.0018618436051371,23,116946949686332_883148313820883,29000,1
walt disney studios (us),127,4,4,4,"3,67E+10",36700000000.0,99,111382562236411_881008246981446,16000000,2
santa cruz beach boardwalk,5077,55,92,67,0.012612005010116582,0.0126120050101165,4654,40035168377_779216760916027,400000,1
walt disney animation studios,961,37,186,53,"9,40E+10",94000000000.0,626,23245476854_918209483009242,12000000,2
belmont park,0,1,1,2,"5,94E+11",594000000000.0,0,83231004302_749111687252897,51000,1
quassy amusement & waterpark,3,0,0,0,"7,74E+10",77400000000.0,3,38328744398_746265380866616,39000,1
knott's berry farm,74,6,4,7,"1,33E+12",1330000000000.0,69,10286130875_741847501326987,637000,1
walt disney animation studios,740,20,43,31,"6,38E+10",63800000000.0,569,23245476854_917812389715618,12000000,2
seaworld san diego,40,0,4,0,"3,93E+11",393000000000.0,29,426111667814056_673188984959063,127000,2
seaworld orlando,484,33,62,42,0.002465098729719532,0.0024650987297195,356,1782696285170057_360050606696699,267000,2
